"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"395",15,"Kenny Golladay",FA,"WR129","-","-","-"
"396",15,"Las Vegas Raiders",LV,"DST32","13","3 out of 5 stars","-76"
"397",15,"Ty Johnson",FA,"RB112","-","-","-"
"398",15,"Durham Smythe",MIA,"TE52","10","2 out of 5 stars","-"
"399",15,"Tyler Scott",CHI,"WR130","13","3 out of 5 stars","-"
"400",15,"Harrison Bryant",CLE,"TE53","5","3 out of 5 stars","-"
"401",15,"Kyle Trask",TB,"QB40","5","3 out of 5 stars","-95"
"402",15,"C.J. Uzomah",NYJ,"TE54","7","3 out of 5 stars","-"
"403",15,"Kevin Harris",NE,"RB113","11","2 out of 5 stars","-"
"404",15,"Kalif Raymond",DET,"WR131","9","3 out of 5 stars","-"
"405",15,"Marlon Mack",FA,"RB114","-","-","-"
"406",15,"Tyler Davis",FA,"K35","-","-","-"
"407",15,"Chris Moore",TEN,"WR132","7","3 out of 5 stars","-"
"408",15,"Chad Ryland",NE,"K36","11","2 out of 5 stars","-"
"409",15,"Anders Carlson",GB,"K37","6","5 out of 5 stars","-"
"410",15,"Olamide Zaccheaus",PHI,"WR133","10","3 out of 5 stars","-"
"411",15,"Chris Rodriguez Jr.",WAS,"RB115","14","3 out of 5 stars","-98"
"412",15,"Randy Bullock",FA,"K38","-","-","-"
"413",15,"Ameer Abdullah",LV,"RB116","13","3 out of 5 stars","-"
"414",15,"Marquez Callaway",DEN,"WR134","9","2 out of 5 stars","-"
"415",15,"Joey Slye",WAS,"K39","14","4 out of 5 stars","-"
"416",15,"Taylor Heinicke",ATL,"QB41","11","4 out of 5 stars","-"
"417",15,"Ty Montgomery",NE,"RB117","11","2 out of 5 stars","-"
"418",15,"Jalen Tolbert",DAL,"WR135","7","2 out of 5 stars","-"
"419",15,"Bailey Zappe",NE,"QB42","11","2 out of 5 stars","-114"
"420",15,"Randall Cobb",NYJ,"WR136","7","3 out of 5 stars","-106"
"421",15,"O.J. Howard",LV,"TE55","13","5 out of 5 stars","-"
"422",15,"Raheem Blackshear",CAR,"RB118","7","4 out of 5 stars","-"
"423",15,"Jordan Akins",CLE,"TE56","5","3 out of 5 stars","-"
"424",15,"Justin Watson",KC,"WR137","10","2 out of 5 stars","-"
"425",15,"Peyton Hendershot",DAL,"TE57","7","3 out of 5 stars","-"
"426",15,"Trey Sermon",PHI,"RB119","10","1 out of 5 stars","-102"
"427",15,"Mike White",MIA,"QB43","10","2 out of 5 stars","-133"
"428",15,"Craig Reynolds",DET,"RB120","9","5 out of 5 stars","-"
"429",16,"Carson Wentz",FA,"QB44","-","-","-"
"430",16,"Corey Clement",ARI,"RB121","14","3 out of 5 stars","-"
"431",16,"Kylen Granson",IND,"TE58","11","3 out of 5 stars","-"
"432",16,"Cedrick Wilson Jr.",MIA,"WR138","10","3 out of 5 stars","-"
"433",16,"Justice Hill",BAL,"RB122","13","3 out of 5 stars","-"
"434",16,"Brock Wright",DET,"TE59","9","3 out of 5 stars","-"
"435",16,"Parker Washington",JAC,"WR139","9","4 out of 5 stars","-"
"436",16,"Andy Dalton",CAR,"QB45","7","4 out of 5 stars","-111"
"437",16,"Charlie Jones",CIN,"WR140","7","4 out of 5 stars","-115"
"438",16,"Jalen Guyton",LAC,"WR141","5","3 out of 5 stars","-"
"439",16,"Jamal Agnew",JAC,"WR142","9","4 out of 5 stars","-"
"440",16,"Calvin Austin III",PIT,"WR143","6","3 out of 5 stars","-124"
"441",16,"Kene Nwangwu",MIN,"RB123","13","5 out of 5 stars","-"
"442",16,"Tony Jones Jr.",DEN,"RB124","9","4 out of 5 stars","-"
"443",16,"Brian Hoyer",LV,"QB46","13","4 out of 5 stars","-"
"444",16,"Travis Homer",CHI,"RB125","13","5 out of 5 stars","-111"
"445",16,"TreQuan Smith",NO,"WR144","11","4 out of 5 stars","-"
"446",16,"Velus Jones Jr.",CHI,"WR145","13","3 out of 5 stars","-"
"447",16,"Dyami Brown",WAS,"WR146","14","3 out of 5 stars","-"
"448",16,"Trent Sherfield",BUF,"WR147","13","2 out of 5 stars","-"
"449",16,"Trey Palmer",TB,"WR148","5","4 out of 5 stars","-"
"450",16,"Josh Oliver",MIN,"TE60","13","3 out of 5 stars","-118"
"451",16,"Samori Toure",GB,"WR149","6","3 out of 5 stars","-"
"452",16,"Keaton Mitchell",BAL,"RB126","13","3 out of 5 stars","-"
"453",16,"Jalen Reagor",MIN,"WR150","13","3 out of 5 stars","-"
"454",16,"Clayton Tune",ARI,"QB47","14","2 out of 5 stars","-"
"455",16,"Marquise Goodwin",CLE,"WR151","5","3 out of 5 stars","-"
"456",16,"Hendon Hooker",DET,"QB48","9","4 out of 5 stars","-"
"457",16,"Brandon Bolden",LV,"RB127","13","3 out of 5 stars","-"
"458",16,"Caleb Huntley",ATL,"RB128","11","4 out of 5 stars","-"
"459",16,"Gary Brightwell",NYG,"RB129","13","2 out of 5 stars","-"
"460",16,"Mike Boone",HOU,"RB130","7","3 out of 5 stars","-"
"461",16,"Elijah Higgins",MIA,"TE61","10","2 out of 5 stars","-"
"462",16,"DeAndre Carter",LV,"WR152","13","2 out of 5 stars","-"
"463",16,"Dan Arnold",PHI,"TE62","10","2 out of 5 stars","-"
"464",16,"Mohamed Ibrahim",DET,"RB131","9","5 out of 5 stars","-"
"465",16,"Trestan Ebner",CHI,"RB132","13","5 out of 5 stars","-"
"466",16,"Caleb Shudak",TEN,"K40","7","4 out of 5 stars","-"
"467",16,"Quintez Cephus",DET,"WR153","9","3 out of 5 stars","-"
"468",16,"Tommy Tremble",CAR,"TE63","7","3 out of 5 stars","-"
"469",16,"Jarrett Stidham",DEN,"QB49","9","4 out of 5 stars","-"
"470",16,"Zack Kuntz",NYJ,"TE64","7","3 out of 5 stars","-"
"471",16,"Zane Gonzalez",SF,"K41","9","2 out of 5 stars","-"
"472",16,"Tyler Huntley",BAL,"QB50","13","3 out of 5 stars","-151"
"473",16,"Demarcus Robinson",LAR,"WR154","10","3 out of 5 stars","-"
"474",16,"Scott Miller",ATL,"WR155","11","4 out of 5 stars","-"
"475",16,"Jeremy Ruckert",NYJ,"TE65","7","3 out of 5 stars","-"
"476",16,"John Bates",WAS,"TE66","14","3 out of 5 stars","-"
"477",16,"Trenton Irwin",CIN,"WR156","7","4 out of 5 stars","-"
"478",16,"Colby Parkinson",SEA,"TE67","5","2 out of 5 stars","-159"
"479",16,"Zach Wilson",NYJ,"QB51","7","2 out of 5 stars","-148"
"480",16,"Dontayvion Wicks",GB,"WR157","6","3 out of 5 stars","-"
"481",16,"Elliott Fry",DEN,"K42","9","2 out of 5 stars","-"
"482",16,"Shi Smith",CAR,"WR158","7","4 out of 5 stars","-"
"483",16,"Brenton Strange",JAC,"TE68","9","2 out of 5 stars","-"
"484",16,"Matt Ryan",FA,"QB52","-","-","-"
"485",16,"Ashton Dulin",IND,"WR159","11","4 out of 5 stars","-"
"486",16,"Demetric Felton Jr.",CLE,"RB133","5","3 out of 5 stars","-"
"487",16,"Tiyon Evans",CAR,"RB134","7","4 out of 5 stars","-"
"488",16,"Malik Willis",TEN,"QB53","7","4 out of 5 stars","-"
